"","datacollection","companyevaluation","pg_condition","pg_good","pg_ethical","pg_responsibl","pg_honest","pg_innocent","pltclideo","gender","yearbirth","countrybir","engexp","ethnicity","parented","beforeres","beforethes","citytown","postalcode","honest_A","faminc","mturkhowm"
"913",4,4.66666666666667,2,5,6,6,6,5,3,1,1989,36,23,2,4,"500",2,"new york, ny","11223",1,"25000","500"
"914",4,5.5,3,5,7,7,7,7,1,2,1978,187,36,1,4,"52",2,"Spokane, WA","99218",1,"45000","52"
"915",4,5.83333333333333,3,7,7,7,7,7,1,1,1983,187,31,1,5,"1000",2,"Troy","48083",1,"60000","1000"
"916",4,7.33333333333333,2,9,9,9,9,8,1,1,1988,187,23,1,4,"2000",2,"Covington","70433",1,"50000","2000"
"917",4,5.83333333333333,2,7,7,7,7,7,1,1,1983,187,31,1,6,"362",2,"Gatlinburg","37738",1,"39000","500"
"918",4,0.833333333333333,1,1,1,1,1,1,4,2,27,187,27,1,3,"100",2,"Glendale","85306",1,"35000","3200"
"919",4,4.16666666666667,4,5,5,5,5,5,4,1,1988,187,26,3,3,"500",2,"Phoenix az","85035",1,"61000","450"
"920",4,4.5,1,5,6,5,5,6,4,1,1985,187,29,1,6,"3",2,"Tracy","95376",1,"392000","5"
"921",4,6.66666666666667,3,8,7,8,8,9,6,1,1995,187,19,1,4,"0",2,"Pomona","91766",1,"75000","30"
"922",4,1.66666666666667,1,2,3,2,1,2,5,2,1975,187,39,2,4,"51",2,"Salt lake City","84109",1,"50000","51"
"923",4,2.66666666666667,1,3,3,4,3,3,4,2,1978,187,36,1,3,"251",2,"Petersburg","37144",1,"59000","501"
"924",4,2.66666666666667,4,3,3,2,4,4,1,1,1988,187,26,1,5,"20",2,"Bellingham","98229",1,"30000","100"
"925",4,6.16666666666667,2,7,7,8,7,8,3,2,1964,187,50,1,3,"30",2,"franklin","53132",1,"95000","300"
"926",4,3.33333333333333,2,4,4,4,4,4,3,1,1989,187,25,1,5,"5000",2,"Royal Oak","48083",1,"46000","5000"
"927",4,3.83333333333333,4,5,5,4,5,4,5,1,1986,187,28,1,6,"1000",2,"Madison, WI","53719",1,"35000","5000"
"928",4,4.66666666666667,3,6,6,7,6,3,2,2,29,187,25,3,5,"250",2,"jackson heights","11372",1,"15000","500"
"929",4,7.33333333333333,3,8,9,9,9,9,4,2,1985,187,29,4,4,"200",2,"Indianapolis","46224",1,"27500","300"
"930",4,0.833333333333333,1,1,1,1,1,1,1,2,1970,187,44,1,6,"750",2,"Evanston, Wyoming","82930",1,"25000","1700"
"931",4,1.83333333333333,1,2,2,2,2,3,3,1,1989,187,25,2,5,"3000",2,"Seattle","98108",1,"60000","6000"
"932",4,3.83333333333333,1,5,5,4,5,4,1,2,1952,187,62,1,5,"400",2,"Stanton, KY","40380",NA,"11500","400"
"933",4,1.33333333333333,1,1,1,1,4,1,4,1,30,187,30,1,4,"500",1,"riverside","92506",1,"55000","1000"
"934",4,5.16666666666667,3,7,6,6,5,7,6,1,1989,187,25,1,5,"2",2,"minot","58704",1,"US$45000","2"
"935",4,7.5,3,9,9,9,9,9,1,2,1983,187,31,1,5,"0",2,"West Palm Beach","33409",1,"42000","120000"
"936",4,2.33333333333333,4,3,3,2,4,2,2,2,1962,187,52,1,5,"4340",2,"State College","16801",1,"25000","4350"
"937",4,4.33333333333333,1,6,5,5,6,4,5,1,23,187,23,1,4,"6",2,"Shreveport","71107",1,"150000","6"
"938",4,7.5,3,9,9,9,9,9,2,1,1979,187,35,3,4,"2000",2,"romulus","48174",1,"69999","20000"
"939",4,2,1,3,3,1,3,2,4,2,1982,187,32,1,5,"3500",2,"Gunnison","81230",1,"44000","3500"
"940",4,4.83333333333333,4,7,9,4,8,1,5,2,1961,187,52,1,3,"301",2,"St. Petersburg","33703",1,"1800","301"
"941",4,4.16666666666667,1,5,5,5,5,5,2,1,1991,187,23,2,4,"Not sure",2,"North Hollywood","91606",1,"35000","150"
"942",4,2.16666666666667,1,4,3,2,2,2,4,1,35,142,24,1,3,"2000",2,"kelso","98626",1,"31500","2000"
"943",4,2.66666666666667,1,3,3,1,7,2,4,2,1975,187,39,4,3,"66",2,"new york","10029",1,"152000","61"
"944",4,6.5,3,5,7,9,9,9,3,2,1985,187,29,1,5,"73",2,"land o ;akes, florida","34638",1,"79000","74"
"945",4,3.66666666666667,4,5,4,6,5,2,2,2,1953,187,60,1,5,"1000",2,"Rural Florida","34972",1,"140000","1000 plus"
"946",4,1.16666666666667,4,3,1,1,1,1,7,2,1961,187,53,1,4,"25",2,"CHesapeake","23323",1,"30000","25"
"947",4,6.5,3,7,8,8,8,8,4,1,1975,187,39,1,3,"11",2,"Cincinnati","45140",1,"40000","10"
"948",4,7.5,3,9,9,9,9,9,1,2,1977,187,37,1,6,"101",2,"fall river","2720",1,"45000","51"
"949",4,5.66666666666667,3,6,6,7,7,8,4,1,1978,187,36,2,5,"500",2,"Portland","97223",1,"7000","1000"
"950",4,2.5,1,3,3,4,2,3,4,1,1993,187,21,5,4,"11",2,"Fremont","94536",1,"40000","21"
"951",4,2.5,4,3,3,3,3,3,4,1,1963,187,50,1,3,"1000",2,"Terre Haute","47804",1,"60000","1000"
"952",4,6.16666666666667,3,6,7,8,8,8,6,2,1983,187,31,1,5,"3000",2,"Manteo","27954",1,"36500","4500"
"953",4,3.5,1,4,5,4,3,5,2,2,1989,187,25,1,5,"20",2,"Tyler","75703",1,"54000","45"
"954",4,3,3,4,5,4,3,2,6,1,1979,187,35,1,4,"25",2,"Hartford","6108",1,"68000","20"
"955",4,7.5,3,9,9,9,9,9,4,2,1978,187,36,1,4,"5024",2,"Tampa","33605",1,"40000","5024"
"956",4,2.66666666666667,1,4,4,3,2,3,6,1,1951,187,63,1,4,"14000",2,"KINGSFORD","49802",NA,"34000","14000"
"957",4,0.833333333333333,4,1,1,1,1,1,1,2,52,187,52,1,4,"0",2,"Yadkinville, NC","27055",1,"10000","300"
"958",4,2.5,1,3,3,3,4,2,2,1,31,187,31,1,5,"250",2,"Pittsburgh","15243",1,"125000","250"
"959",4,6.5,3,8,8,8,8,7,2,2,1978,136,32,6,5,"51",2,"Jacksonvile","32211",1,"12500","100"
"960",4,3.33333333333333,1,4,3,4,4,5,5,2,1980,187,34,1,5,"100",2,"POWHATAN","23139",1,"58000","100"
"961",4,6,2,7,8,8,7,6,2,1,24,187,24,1,3,"1001",2,"elkton","21921",1,"42000","1001"
"962",4,6.83333333333333,3,8,8,9,8,8,3,1,1968,187,46,1,3,"450",2,"Neshanic Station","8853",1,"25000","500"
"963",4,5.5,2,7,7,7,7,5,3,1,1989,187,25,1,4,"1000",2,"Brewer","4402",1,"18000","1000"
"964",4,5.83333333333333,4,6,7,9,9,4,4,2,1986,187,28,1,6,"350",1,"Charlotte","28278",1,"65000","350"
"965",4,1.83333333333333,2,1,2,2,4,2,4,1,1983,187,32,4,4,"200",2,"allentown","18102",1,"58000","200"
"966",4,0.833333333333333,1,1,1,1,1,1,6,2,1942,187,70,1,4,"2000",2,"Shelbyville","40065",1,"35","3063"
"967",4,6.66666666666667,2,7,9,9,8,7,4,2,1946,187,68,1,3,"100",2,"Virginia Beach","23455",1,"11000","100"
"968",4,3.5,4,4,4,5,4,4,4,2,1984,187,30,1,NA,"2500",2,"Nashville","37203",1,"50000","Including surveys about logos and business names (and misc random other types of surveys) around 10000"
"969",4,5,4,7,7,6,6,4,6,1,1971,187,43,1,5,"30",2,"Kansas city","64157",1,"80000","30"
"970",4,4.83333333333333,2,5,6,7,6,5,2,1,1989,187,25,1,5,"100",2,"Peru","46970",1,"50000","100"
"971",4,5.33333333333333,4,6,7,7,7,5,6,1,32,187,32,1,6,"5000",2,"columbia, sc","29201",1,"72000","4000"
"972",4,1.5,4,3,2,2,1,1,3,1,1987,187,27,1,4,"1500",2,"Monmouth","97361",1,"13000","3300"
"973",4,3,1,4,4,3,4,3,3,1,1987,187,27,1,5,"1000",2,"Raleigh","27615",1,"15000","1000"
"974",4,2.5,4,3,3,3,3,3,7,2,1973,187,41,1,5,"don't know",2,"Loveland","80537",1,"80000","60"
"975",4,2.66666666666667,4,4,4,3,3,2,5,1,1988,142,19,1,4,">5",2,"North Highlands, CA","95660",1,"Less than 10K","About 100"
"976",4,5.16666666666667,4,7,6,8,7,3,1,1,1989,187,25,1,2,"2",2,"kansas city","64125",1,"50000","2"
"977",4,4.16666666666667,2,5,5,5,5,5,4,1,1987,187,27,3,2,"150",2,"Long Beach","90220",1,"25000","300"
"978",4,3.66666666666667,1,3,4,6,5,4,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",""
"979",4,6.83333333333333,3,8,8,8,8,9,4,2,1979,187,35,3,4,"5 or 6",2,"white plains","10601",1,"55000","5 or 6"
"980",4,3.83333333333333,2,3,3,5,6,6,3,2,34,187,34,3,4,"10",1,"newport news","23601",1,"92000","15"
"981",4,2.83333333333333,2,4,3,4,3,3,4,2,1986,187,28,1,3,"25",2,"Glen Burnie","MD",1,"60000","200"
"982",4,6.83333333333333,3,9,7,8,8,9,4,2,1978,187,36,1,5,"100",2,"louisville","40258",1,"40000","50"
"983",4,5.33333333333333,2,6,7,5,7,7,4,1,1982,187,32,1,4,"33",2,"Tucker GA","30084",1,"42000","101"
"984",4,3.16666666666667,4,4,5,4,5,1,6,2,46,187,46,1,4,"150",2,"San clemente","92673",1,"200000","175"
"985",4,3.83333333333333,2,6,5,4,4,4,4,1,1977,187,37,1,4,"200",2,"Elryia","44035",1,"43000","370"
"986",4,6.33333333333333,2,8,7,9,8,6,7,1,1977,187,37,1,5,"100",2,"Ocala","34474",1,"82000","500"
"987",4,0.833333333333333,1,1,1,1,1,1,4,1,24,187,24,3,5,"1000",2,"Hialeah","33010",1,"10000","1000"
"988",4,4.66666666666667,2,6,6,6,3,7,4,1,1988,187,34,1,NA,"100",2,"Canby","97013",1,"90000","100"
"989",4,6.33333333333333,3,7,7,8,7,9,3,1,1976,187,38,1,5,"100",2,"Greenville","29607",1,"25000","200"
"990",4,6,3,5,6,9,7,9,4,1,35,187,35,1,4,"150",2,"staten island","10314",1,"110000","9000"
"991",4,4.16666666666667,2,5,5,5,5,5,6,1,1991,187,23,1,4,"1000",2,"Omaha","68131",1,"20000","5000"
"992",4,6.66666666666667,3,8,8,8,8,8,2,2,1976,187,37,1,4,"50",2,"Howell","7731",1,"40000","100"
"993",4,6,3,8,7,9,7,5,3,1,1986,187,28,1,3,"100",2,"waco","76705",1,"70000","100"
"994",4,2.16666666666667,2,2,3,3,3,2,4,1,23,187,23,1,4,"5301",2,"la crosse","54601",1,"24000","5301"
"995",4,4.83333333333333,2,5,7,7,5,5,1,1,1986,187,28,4,4,"140",2,"Randallstown","21133",1,"50000","140"
"996",4,1.5,1,1,1,1,1,5,1,2,1981,187,32,2,5,"500",2,"Joliet, IL","60435",1,"142500","500"
"997",4,6.16666666666667,3,7,7,8,7,8,4,2,1992,187,22,1,4,"200",2,"Louisville","40220",1,"$80,000","400"
"998",4,4.33333333333333,2,5,5,6,5,5,1,2,1978,187,36,1,6,"4000",2,"georgetown","40324",1,"80000","4000"
"999",4,5.83333333333333,2,7,7,7,7,7,3,1,1962,187,52,1,3,"850",2,"Waterford","53185",1,"23000","850"
"1000",4,7.16666666666667,3,9,8,9,8,9,6,2,1987,187,27,1,3,"3900",2,"Batavia","45103",1,"45000","3900"
"1001",4,0.833333333333333,1,1,1,1,1,1,4,2,1987,187,27,1,4,"100",2,"Union","63084",1,"80000","1000"
"1002",4,0.833333333333333,4,1,1,1,1,1,2,1,1991,187,16,2,4,"1000",2,"Los Angeles, CA","90706",1,"10000","8000"
"1003",4,6.16666666666667,3,5,8,9,7,8,3,1,1977,187,37,1,6,"600",2,"Elk Grove Village","60007",2,"5000","600"
"1004",4,2.16666666666667,4,8,2,1,1,1,4,2,1940,187,74,1,3,"100",2,"OFallon","62269",NA,"30000","10000"
"1005",4,4,1,5,5,5,4,5,3,1,40,187,39,1,5,"12",2,"MERCER ISLAND, WA","98040",2,"90000","350"
"1006",4,3.5,4,5,4,4,4,4,4,2,1955,187,59,1,4,"2000",2,"Rosenberg","77471",1,"5000","2000"
"1007",4,1.5,4,2,2,2,2,1,1,1,1973,187,41,1,5,"750",2,"Charlotte","28277",1,"36500","750"
"1008",4,1.16666666666667,1,2,2,1,1,1,4,1,1983,187,31,1,3,"5000",2,"Tucson","85730",1,"40000","4000"
"1009",4,7,3,7,9,8,9,9,4,1,1985,187,29,2,5,"1000",2,"Oakland","94612",1,"58000","1000"
"1010",4,4.5,4,6,7,4,7,3,7,1,1970,187,44,1,6,"200",2,"Omaha","68116",1,"35000","200"
"1011",4,1.66666666666667,2,2,2,2,2,2,4,2,1979,187,35,1,5,"200",2,"Tulsa","74135",1,"36000","290"
"1012",4,5.16666666666667,3,7,7,6,6,5,3,2,1989,65,23,1,4,"230",2,"Metter, GA","30439",1,"8000","200"
"1013",4,1.66666666666667,4,2,2,2,2,2,3,1,1989,187,25,1,4,"10",2,"Cragsmoor","12420",1,"144000","300"
"1014",4,4,1,5,4,5,5,5,3,1,1989,187,25,2,5,"1000",2,"Seattle","98106",1,"44000","1000"
"1015",4,5.66666666666667,2,7,6,7,7,7,4,2,1992,187,21,4,3,"12",1,"livonia","48152",1,"19000","60"
"1016",4,1.16666666666667,1,1,1,1,3,1,6,1,1974,187,40,1,3,"502",2,"Fayetteville","72704",1,"28000","8002"
"1017",4,4.33333333333333,2,5,5,5,5,6,6,1,1991,187,23,2,5,"500",1,"Alameda","94502",1,"7500","10"
"1018",4,3,1,4,4,3,4,3,1,2,1988,187,24,1,4,"20",2,"Kendallville","46755",1,"50000","20"
"1019",4,6.16666666666667,3,7,7,9,7,7,4,1,1990,187,24,1,5,"61",2,"Fort Lauderdale","33303",1,"10000","301"
"1020",4,1.83333333333333,2,2,2,2,2,3,7,1,1985,187,29,1,6,"10",1,"Greensburg","15601",1,"50000","10"
"1021",4,3.83333333333333,1,5,5,4,5,4,6,2,1970,187,44,1,5,"900",2,"Augusta, GA","30907",1,"40000","891"
"1022",4,2.16666666666667,4,3,3,2,2,3,4,1,1991,187,23,1,4,"4",2,"mattoon","61938",1,"60000","1"
"1023",4,3.83333333333333,4,5,7,3,5,3,2,1,1992,187,22,1,3,"5",2,"Hagerstown","21742",1,"20000","5"
"1024",4,2.16666666666667,2,3,2,3,3,2,1,2,1992,187,20,1,4,"2800",2,"Houston","77001",1,"15000","2800"
"1025",4,6.5,3,7,7,8,8,9,4,1,1982,187,32,1,3,"5",2,"franklintown","17323",1,"50000","50"
"1026",4,5.83333333333333,2,7,7,7,7,7,4,1,1974,187,40,1,3,"20",2,"Clifton Springs,NY","14432",1,"52000","50"
"1027",4,2,1,3,2,1,4,2,1,1,1988,187,25,2,5,"100",2,"Gainesville","32607",1,"30000","100"
"1028",4,1.5,4,3,3,1,1,1,1,1,1990,187,24,1,5,"120",2,"Martinsville","24112",1,"35000","120"
"1029",4,5.16666666666667,3,6,6,7,6,6,1,1,1984,187,30,2,5,"500",2,"New York","11377",1,"50000","2000"
"1030",4,4.83333333333333,2,6,5,5,7,6,5,1,1982,187,31,1,6,"400",2,"Lenore, WV","25676",1,"85000","500"
"1031",4,5.5,2,6,7,7,7,6,4,1,1978,187,36,1,5,"200",2,"Cranston","2920",1,"30000","200"
"1032",4,4.16666666666667,3,5,5,5,5,5,1,2,41,187,41,4,5,"202",2,"Glen Alpine","28628",1,"36000","202"
"1033",4,2.83333333333333,2,4,2,3,4,4,1,1,1964,187,50,1,4,"4000",1,"Marco Island","34145",1,"100000","4020"
"1034",4,5.5,2,7,7,6,7,6,2,2,1991,187,23,1,5,"150",2,"Newport","41071",1,"24000","2500"
"1035",4,2.16666666666667,1,2,2,2,5,2,4,1,1948,187,66,1,6,"1200",2,"Charleston SC","29455",1,"34000","1200"
"1036",4,5.5,3,6,6,7,7,7,2,1,33,187,33,1,4,"16",2,"Sayville","11782",1,"20000","26"
"1037",4,1.5,1,2,1,1,4,1,4,2,1958,86,34,2,5,"1800",2,"Nashville","37068",1,"35000","1900"
"1038",4,1.66666666666667,4,3,2,2,2,1,1,2,34,187,34,1,6,"200",2,"Fitchburg","1420",1,"90000","450"
"1039",4,0.833333333333333,4,1,1,1,1,1,4,2,1964,187,50,1,5,"2",2,"Jacksonville","32259",1,"13000","10002"
"1040",4,5.33333333333333,2,6,6,6,6,8,4,2,1995,187,19,4,4,"7",2,"Brewton","36426",1,"36000","10"
"1041",4,4,4,4,4,5,6,5,3,1,1987,187,27,1,4,"100",2,"New Bern, NC","28562",1,"20000","100"
"1042",4,3.83333333333333,1,5,5,3,5,5,3,NA,1979,187,35,1,5,"700",2,"Bridgewater","22812",1,"40000","700"
"1043",4,5.83333333333333,3,6,6,7,8,8,4,2,1984,187,30,1,5,"500",2,"Chesapeake","23324",1,"30000","650"
"1044",4,1.83333333333333,2,2,3,1,3,2,4,1,1981,78,25,5,5,"2",2,"charlotte","28269",1,"40000","389"
"1045",4,3.83333333333333,2,5,5,4,4,5,4,1,1959,187,55,1,5,"50",2,"Chattanooga, Tn","37311",1,"50000","40-50"
"1046",4,1.66666666666667,4,2,2,3,2,1,2,1,1988,187,26,1,5,"100000",2,"Denver","80031",1,"50000","100000"
"1047",4,0.833333333333333,1,1,1,1,1,1,4,2,1962,187,51,1,4,"300",2,"New Castle","16105",1,"49900","5000"
"1048",4,7.5,3,9,9,9,9,9,4,2,1982,187,32,1,4,"20",NA,"Thomasville","31792",1,"25000","20"
"1049",4,2.33333333333333,1,4,4,3,2,1,4,1,1985,187,28,1,4,"500",2,"Waynesboro","17268",1,"90000","500"
"1050",4,6.66666666666667,4,8,8,8,8,8,4,2,1962,187,50,1,5,"10",2,"jacksonville","32246",1,"30000","11"
"1051",4,3,4,5,3,3,4,3,2,2,1978,187,36,1,5,"20",2,"Cascade","52033",1,"90000","20"
"1052",4,3.83333333333333,1,4,7,4,4,4,1,1,40,187,40,1,6,"300",2,"denver","80023",1,"70000","201"
"1053",4,6.16666666666667,3,7,8,7,7,8,4,1,1993,187,21,1,3,"2000",2,"Pahrump","89048",1,"5000","2000"
"1054",4,2.16666666666667,1,4,1,3,4,1,4,1,21,187,21,4,4,"5",2,"Hampton","23666",1,"10000","10"
"1055",4,6.33333333333333,3,8,7,8,7,8,5,1,1970,187,43,1,4,"12",2,"Prior Lake","55372",1,"130000","12"
"1056",4,3.33333333333333,1,4,4,4,4,4,4,1,1976,187,38,4,5,"250",2,"hanahan","29410",1,"52500","250"
"1057",4,6.16666666666667,3,6,8,8,8,7,4,2,1981,187,33,1,3,"1000",2,"Petoskey","49770",1,"49000","2000"
"1058",4,1.66666666666667,4,3,3,1,1,2,1,2,1989,187,25,1,6,"30",1,"Sleepy Hollow","10591",1,"100000","100"
"1059",4,5.83333333333333,3,7,7,7,7,7,1,1,1975,187,39,1,6,"2400",2,"Lanesville, IN","47136",1,"87000","2400"
"1060",4,3.33333333333333,4,4,4,4,4,4,2,1,1974,187,40,1,5,"1000",1,"meriden","ct",1,"100000","2000"
"1061",4,3.5,2,5,5,4,4,3,4,1,1981,187,33,1,3,"1021",2,"Statesville","28677",1,"39000","1000"
"1062",4,3.33333333333333,4,4,4,4,4,4,3,2,1978,187,36,1,5,"1",2,"chicago","60611",1,"$20,000","21"
"1063",4,1.66666666666667,2,3,2,1,3,1,6,1,1990,9,24,1,5,"30",2,"linden","7036",1,"100000","75"
"1064",4,5,2,6,6,7,6,5,2,1,1982,187,32,1,6,"350",2,"Santa Clara","95050",1,"60000","600"
"1065",4,0.833333333333333,1,1,1,1,1,1,1,2,1991,140,13,2,5,"2",1,"Los Angeles","90007",1,"80000","2"
"1066",4,2.16666666666667,4,3,3,2,2,3,2,2,1978,187,36,6,4,"150",2,"Long island city","11106",1,"54000","150"
"1067",4,2.5,4,3,3,3,4,2,4,2,1981,187,33,4,4,"250",2,"boston","2131",1,"31000","500"
"1068",4,4.33333333333333,1,5,4,5,7,5,4,1,1986,187,28,1,5,"500",2,"Brainerd","56401",1,"45000","618"
"1069",4,4.16666666666667,2,4,5,7,3,6,4,2,44,187,NA,4,4,"600",2,"Klamath Falls","97603",1,"24000","8001"
"1070",4,3.16666666666667,2,5,3,5,2,4,1,2,1989,187,25,1,4,"4000",1,"Stanton","90680",1,"19000","4130"
"1071",4,1.66666666666667,1,2,2,2,2,2,4,2,1977,187,37,1,4,"35000",2,"Cedarburg","53012",1,"25000","35000"
"1072",4,1.16666666666667,1,2,1,1,2,1,3,1,1989,187,25,1,3,"4000",2,"Las Vegas","89032",1,"49000","4000"
"1073",4,5.33333333333333,2,6,6,6,7,7,6,2,1958,187,56,1,6,"16",2,"lexington","24450",1,"35000","20"
"1074",4,2.66666666666667,3,4,4,2,4,2,4,1,1992,187,33,1,3,"300",2,"Spartanburg","29302",1,"8000","500"
"1075",4,1.5,4,3,3,1,1,1,4,1,1987,187,27,1,5,"500",2,"Ocklawaha, FL","32179",1,"50000","500"
"1076",4,1.83333333333333,4,2,2,2,3,2,2,1,1968,187,46,1,4,"6000",2,"Gresham","97080",1,"100000","7200"
"1077",4,2.66666666666667,4,4,4,3,3,2,4,1,1988,187,25,3,4,"50",1,"Dallas","75211",1,"80000","884"
"1078",4,7.5,3,9,9,9,9,9,4,2,1993,187,20,4,5,"250",2,"West Palm Beach","33401",1,"35000","250"
"1079",4,6.66666666666667,2,8,8,8,8,8,6,2,1958,187,56,1,4,"30",2,"fenton","48430",1,"35000","200"
"1080",4,6.5,3,4,8,9,9,9,3,2,1975,187,39,1,6,"20",2,"Redmond","98052",1,"100000","20?"
"1081",4,3.16666666666667,1,4,2,5,3,5,4,2,1982,187,32,4,4,"100",2,"houston","77072",1,"38000","75"
"1082",4,3,4,4,3,3,5,3,4,1,1990,187,24,1,4,"200",2,"whitehall, pa","18052",1,"45000","800"
"1083",4,5.83333333333333,2,7,7,7,7,7,2,1,1981,187,33,5,6,"1003",2,"Marietta","30062",1,"25000","1004"
"1084",4,6.33333333333333,3,8,8,8,7,7,4,2,1996,187,18,1,5,"Not sure",2,"Stillwater","55082",1,"100000","500"
"1085",4,7.5,3,9,9,9,9,9,3,1,1979,187,NA,1,4,"500",2,"Portland","4101",1,"26000","1500"
"1086",4,2.16666666666667,4,2,3,3,3,2,5,2,1974,187,40,2,5,"200",2,"san diego","92126",1,"99000","200"
"1087",4,6,2,7,8,7,6,8,2,2,1976,187,38,4,6,"41",2,"Country Club Hills","60478",1,"70000","16"
"1088",4,4.16666666666667,1,5,5,5,5,5,5,2,1972,187,42,1,6,"16",2,"chicago","60611",1,"100000","16"
"1089",4,2.83333333333333,3,5,5,5,1,1,4,1,1986,187,28,1,4,"3000",2,"silver spring","20906",1,"12000","3000"
"1090",4,4.5,2,5,5,6,6,5,2,1,1992,187,20,3,4,"300",2,"Houston","77076",1,"46000","300"
"1091",4,1.33333333333333,1,2,1,3,1,1,6,1,25,187,22,2,5,"10",2,"St. Paul","55103",1,"10000","10000"
"1092",4,3.83333333333333,3,4,4,4,5,6,4,2,1979,187,35,1,4,"40",2,"South charleston","25360",1,"0","50"
"1093",4,4.83333333333333,1,6,7,6,6,4,2,2,1982,187,32,1,4,"150",2,"Phoenix, AZ","85308",1,"68000","150"
"1094",4,6.83333333333333,2,7,9,9,8,8,5,1,1985,187,27,4,5,"100",2,"New York","12561",1,"29600","250"
"1095",4,2.16666666666667,4,5,2,1,2,3,1,2,1985,187,29,1,5,"a lot",2,"Irving","75063",1,"55000","1200"
"1096",4,5.33333333333333,1,7,5,3,9,8,2,1,1987,187,27,1,4,"6000",2,"Lapeer","48446",1,"25000","6000"
"1097",4,2.83333333333333,4,4,4,2,4,3,5,1,1978,187,36,1,5,"3000",2,"Minnetrista","55364",1,"70000","5000"
"1098",4,2.5,1,3,3,2,3,4,4,1,1991,187,23,1,5,"25",2,"State College","16801",1,"78000","60"
"1099",4,7.16666666666667,3,8,9,9,8,9,4,1,1992,187,21,1,3,"250",2,"Norwalk","44857",1,"30000","250"
"1100",4,1.66666666666667,1,1,1,1,5,2,4,1,1977,187,36,1,4,"51",2,"Williamsport","17756",1,"69000","101"
"1101",4,6.33333333333333,3,7,7,8,8,8,4,2,1950,187,64,1,4,"150",1,"Butler","16001",1,"60000","500"
"1102",4,0.833333333333333,1,1,1,1,1,1,4,1,1985,187,29,4,3,"5000",2,"atlanta","30214",1,"20000","5000"
"1103",4,5.83333333333333,3,6,7,8,7,7,6,2,1953,187,61,1,4,"5300",2,"Columbus","43205",1,"19000","5300"
"1104",4,6.5,3,6,8,9,8,8,4,1,1971,187,43,6,4,"40000",2,"Chenango Forks","13746",1,"70000","40000"
"1105",4,4.66666666666667,2,6,6,7,4,5,2,2,1991,143,19,1,5,"400",2,"Pittsburgh","15241",1,"98000","1000"
"1106",4,6.66666666666667,2,7,9,8,9,7,2,1,1981,187,32,1,5,"121",1,"Dayton","45414",1,"58000","121"
"1107",4,1.16666666666667,2,2,2,1,1,1,5,1,1986,187,28,1,5,"100",2,"Arlington","22209",1,"30000","100"
"1108",4,5.66666666666667,1,7,6,7,7,7,6,1,1964,187,50,1,5,"3000",2,"oklahoma city","73139",1,"93000","3000"
"1109",4,7.5,3,9,9,9,9,9,3,1,1980,187,34,4,5,"4050",2,"San Diego","92117",1,"75610","200"
"1110",4,4.16666666666667,4,5,5,5,5,5,4,1,1988,187,26,1,5,"500",2,"east brunswick","8816",1,"40000","1000"
"1111",4,0.833333333333333,1,1,1,1,1,1,4,1,1977,187,37,1,NA,"2",2,"easton","4740",1,"54000","2"
"1112",4,7.5,3,9,9,9,9,9,2,1,39,187,39,1,5,"1900",2,"Waynesboro, VA","22980",1,"45000","1900"
"1113",4,5.16666666666667,1,6,6,6,7,6,3,2,1984,187,30,1,4,"1000",2,"Spokane, WA","99208",1,"35000","5000"
"1114",4,3.33333333333333,1,4,3,4,4,5,4,1,1965,187,49,1,5,"100",2,"volga","52077",1,"74000","400"
"1115",4,3.33333333333333,3,6,4,3,4,3,4,NA,1966,187,48,1,6,"1500",1,"new llano","71461",1,"47000","1500"
"1116",4,2,1,4,2,1,4,1,4,1,1983,187,31,1,4,"4",2,"Covina","91724",1,"60000","20"
"1117",4,5.5,3,5,7,7,7,7,1,1,1987,187,27,1,4,"21",1,"Hollywood","33024",1,"N/A","N/A"
"1118",4,2.83333333333333,4,4,4,4,3,2,1,1,1984,187,30,1,4,"2000",2,"Freeport","16229",1,"62000","2000"
"1119",4,0.833333333333333,3,1,1,1,1,1,1,1,1987,187,26,4,5,"20",2,"hollywood","33021",1,"60000","6430"
"1120",4,4.5,4,6,5,6,5,5,2,2,1959,187,55,1,5,"1000",2,"washington dc","20567",1,"15000","1000"
"1121",4,1.66666666666667,1,3,4,1,1,1,7,2,38,187,38,1,5,"100",2,"Katy","77449",1,"$120,000","100"
"1122",4,1.66666666666667,4,3,3,1,2,1,6,2,1973,187,41,1,3,"80",2,"Leland","28451",1,"62500","1200"
"1123",4,6.83333333333333,3,7,8,9,8,9,2,2,1971,187,43,1,5,"11500",2,"Vero Beach","34951",1,"133500","11500"
"1124",4,1,2,2,1,1,1,1,5,2,1981,187,33,4,3,"100",2,"detroit","48035",1,"35000","100"
"1125",4,6.83333333333333,2,9,9,9,9,5,7,1,1986,187,28,1,6,"500",2,"Riverview","33578",1,"70000","500"
"1126",4,6.16666666666667,3,7,7,8,7,8,2,2,1976,187,38,1,5,"1000",2,"Sarasota","34233",1,"100000","1000"
"1127",4,4.16666666666667,2,5,5,5,5,5,7,2,28,187,28,1,4,"50",2,"Dundee","33838",1,"38000","100"
"1128",4,0.833333333333333,1,1,1,1,1,1,4,2,1972,187,42,1,5,"5",2,"Hanover Park","60133",1,"95000","30"
