"","Consent","Pre_Perc_1","Pre_Cert","C1","Post_Perc_1","Post_Cert","Check","Check_4_TEXT","See","Pet_Agree","Pet_Conv","Pie_Agree","Pie_Conv","Age","Gender","Party","Educ","Occ","Live","ConditionOne","ConditionTwo","ConditionThree","ConditionFour","ConditionFive","Gender_female","Education_college","Party_democrat"
"198",1,99,7,8,99,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"199",1,97,7,NA,97,7,4,"I am paying attention",2,7,7,NA,NA,4,1,1,1,2,1,NA,NA,NA,1,NA,0,0,1
"200",1,60,3,NA,97,3,4,"I am paying attention.",1,NA,NA,3,1,2,2,1,1,2,1,NA,1,NA,NA,NA,1,0,1
"201",1,92,2,NA,89,1,4,"I am paying attention.",2,1,3,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"202",1,59,5,NA,97,6,4,"I am paying attention.",4,2,2,6,6,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"203",1,90,5,NA,95,5,4,"I am paying attention.",4,5,5,6,6,2,1,2,3,2,1,NA,NA,NA,NA,1,0,1,0
"204",1,98,7,8,98,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,3,1,2,1,1,NA,NA,NA,NA,0,0,0
"205",1,98,6,NA,97,6,4,"I am paying attention.",2,7,6,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"206",1,90,5,NA,90,5,4,"I am paying attention.",2,1,1,NA,NA,2,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"207",1,81,1,NA,97,1,4,"I am paying attention",4,4,4,4,2,2,2,3,5,2,1,NA,NA,NA,NA,1,1,0,0
"208",1,100,7,NA,97,7,4,"I am paying attention.",2,7,7,NA,NA,2,1,2,2,2,1,NA,NA,1,NA,NA,0,1,0
"209",1,97,2,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,1,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"210",1,97,7,NA,93,6,4,"I am paying attention",1,NA,NA,7,5,3,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"211",1,80,5,8,80,5,4,"I am paying attention.",5,NA,NA,NA,NA,3,2,1,3,2,1,1,NA,NA,NA,NA,1,1,1
"212",1,98,6,NA,97,6,4,"I am paying attention",4,4,4,7,7,3,1,3,3,2,1,NA,NA,NA,1,NA,0,1,0
"213",1,89,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,3,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"214",1,82,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,2,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"215",1,67,3,8,66,3,4,"I am paying attention",5,NA,NA,NA,NA,3,2,1,1,2,1,1,NA,NA,NA,NA,1,0,1
"216",1,95,6,NA,91,2,4,"I am paying attention.",2,4,4,NA,NA,1,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"217",1,95,7,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"218",1,95,6,NA,97,7,4,"I am paying attention",4,7,7,6,6,1,1,2,2,2,1,NA,NA,NA,1,NA,0,1,0
"219",1,56,4,8,36,4,4,"I am paying attention.",4,4,4,4,5,2,1,1,3,1,1,1,NA,NA,NA,NA,0,1,1
"220",1,99,3,NA,97,6,4,"I am paying attention",4,1,3,7,5,2,2,1,3,2,1,NA,NA,NA,NA,1,1,1,1
"221",1,60,2,8,60,2,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"222",1,30,4,NA,90,5,4,"I am paying attention",1,NA,NA,3,4,2,1,2,1,2,1,NA,1,NA,NA,NA,0,0,0
"223",1,94,2,NA,97,7,4,"I am paying attention",4,2,4,7,7,2,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"224",1,98,6,NA,97,7,4,"I am paying attention.",4,4,4,7,7,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"225",1,83,6,NA,29,4,4,"I am paying attention",1,NA,NA,7,7,2,1,1,3,2,1,NA,NA,1,NA,NA,0,1,1
"226",1,85,5,NA,90,6,4,"I am paying attention.",1,NA,NA,2,3,2,1,2,2,2,1,NA,1,NA,NA,NA,0,1,0
"227",1,35,3,NA,32,3,4,"I am paying attention",4,7,7,1,4,3,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"228",1,81,5,NA,27,4,4,"I am paying attention.",2,6,7,NA,NA,NA,NA,NA,1,2,1,NA,NA,1,NA,NA,NA,0,NA
"229",1,76,6,NA,96,7,4,"I am paying attention",4,5,4,7,7,2,1,3,1,2,1,NA,NA,NA,1,NA,0,0,0
"230",1,93,5,8,92,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"231",1,99,7,NA,97,7,4,"I am paying attention",1,NA,NA,6,7,1,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"232",1,80,6,8,90,7,4,"I am paying attention",5,NA,NA,NA,NA,3,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"233",1,92,6,NA,89,5,4,"I am paying attention.",2,1,2,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"234",1,90,4,NA,97,5,4,"I am paying attention.",4,6,7,6,7,2,2,1,1,2,1,NA,NA,NA,1,NA,1,0,1
"235",1,85,3,NA,96,6,4,"I am paying attention.",4,2,2,6,5,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"236",1,95,7,8,95,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"237",1,77,5,NA,97,6,4,"I am paying attention",4,1,2,7,7,3,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"238",1,95,5,NA,97,7,4,"I am paying attention.",4,1,1,7,5,2,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"239",1,91,6,NA,100,4,4,"I am paying attention.",1,NA,NA,7,7,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"240",1,80,5,NA,97,7,4,"I am paying attention",1,NA,NA,3,5,3,1,2,3,2,1,NA,1,NA,NA,NA,0,1,0
"241",1,98,6,NA,97,7,4,"I am paying attention.",4,1,1,7,7,3,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"242",1,99,4,NA,96,3,4,"I am paying attention.",2,1,2,NA,NA,3,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"243",1,71,2,NA,97,5,4,"I am paying attention.",4,5,5,5,4,2,1,3,1,2,1,NA,NA,NA,1,NA,0,0,0
"244",1,97,6,8,97,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"245",1,60,3,NA,20,5,4,"I am paying attention.",2,2,4,NA,NA,2,1,2,1,2,1,NA,NA,1,NA,NA,0,0,0
"246",1,92,5,8,90,4,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,3,2,1,1,NA,NA,NA,NA,1,1,1
"247",1,19,1,NA,NA,4,4,"I am paying attention",1,NA,NA,1,1,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"248",1,95,5,NA,96,5,4,"I am paying attention.",2,1,1,NA,NA,2,2,1,3,2,1,NA,NA,1,NA,NA,1,1,1
"249",1,96,6,NA,98,6,4,"i am paying attention",4,1,1,7,7,2,1,1,1,2,1,NA,NA,NA,NA,1,0,0,1
"250",1,90,6,NA,97,7,4,"I am paying attention.",4,6,6,6,6,3,1,3,4,2,1,NA,NA,NA,1,NA,0,1,0
"251",1,81,4,NA,93,5,4,"I am paying attention.",4,3,4,6,5,3,2,1,1,2,1,NA,NA,NA,1,NA,1,0,1
"252",1,91,3,NA,91,3,4,"I am paying attention.",2,1,1,NA,NA,3,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"253",1,83,6,NA,97,7,4,"I am paying attention",4,4,4,7,7,2,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"254",1,95,6,NA,97,6,4,"I am paying attention.",1,NA,NA,6,6,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"255",1,97,5,8,94,5,4,"I am paying attention",5,NA,NA,NA,NA,2,2,3,2,2,1,1,NA,NA,NA,NA,1,1,0
"256",1,51,2,8,50,3,4,"I am paying attention.",5,NA,NA,NA,NA,3,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"257",1,93,5,8,93,5,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,1,2,1,1,NA,NA,NA,NA,1,0,1
"258",1,81,3,NA,97,7,4,"I am paying attention",2,2,2,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,1,1,1,0
"259",1,74,6,NA,81,6,4,"I am paying attention.",1,NA,NA,6,6,2,2,3,1,2,1,NA,NA,NA,1,NA,1,0,0
"260",1,85,3,8,85,3,4,"I am paying attention.",5,NA,NA,NA,NA,4,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"261",1,78,6,NA,92,6,4,"I am paying attention.",1,NA,NA,5,5,3,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"262",1,95,5,NA,95,5,4,"I am paying attention.",2,2,2,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"263",1,80,1,NA,97,7,4,"I am paying attention",4,6,7,6,7,2,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
"264",1,80,5,NA,97,6,4,"I am paying attention",1,NA,NA,7,7,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"265",1,98,6,NA,90,5,4,"I am paying attention.",4,7,7,7,6,2,1,3,1,2,1,NA,NA,NA,1,NA,0,0,0
"266",1,95,5,NA,97,6,4,"I am paying attention.",1,NA,NA,5,5,2,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"267",1,95,5,NA,95,5,4,"I am paying attention",2,4,2,NA,NA,2,1,3,1,2,1,NA,NA,1,NA,NA,0,0,0
"268",1,64,4,NA,97,7,4,"I am paying attention.",4,4,3,6,6,2,1,3,1,2,1,NA,NA,NA,NA,1,0,0,0
"269",1,99,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,2,1,2,2,1,1,NA,NA,NA,1,NA,0,1,0
"270",1,84,5,NA,75,3,4,"I am paying attention",2,3,3,NA,NA,3,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"271",1,97,7,8,98,7,4,"I am paying attention",5,NA,NA,NA,NA,3,1,1,3,2,1,1,NA,NA,NA,NA,0,1,1
"272",1,99,6,NA,97,7,4,"""I am paying attention.""",4,5,2,6,2,2,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"273",1,80,5,NA,95,6,4,"I am paying attention",2,7,6,NA,NA,2,1,3,4,2,1,NA,NA,1,NA,NA,0,1,0
"274",1,98,6,NA,97,7,4,"I am paying attention.",2,1,1,NA,NA,2,2,3,3,2,1,NA,NA,NA,NA,1,1,1,0
"275",1,70,2,NA,95,2,4,"I am paying attention",1,NA,NA,3,4,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"276",1,80,5,NA,10,5,4,"i am paying attention",1,NA,NA,7,7,3,2,2,1,2,1,NA,1,NA,NA,NA,1,0,0
"277",1,97,6,NA,97,7,4,"I am paying attention.",4,1,1,7,7,2,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
"278",1,90,6,NA,97,6,4,"I am paying attention",1,NA,NA,7,6,2,2,3,2,2,1,NA,1,NA,NA,NA,1,1,0
"279",1,97,7,8,97,7,4,"I am paying attention.",5,NA,NA,NA,NA,1,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"280",1,75,3,NA,75,3,4,"I am paying attention.",2,4,5,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"281",1,60,5,NA,97,7,4,"I am paying attention",4,5,5,6,6,2,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
"282",1,50,4,NA,97,4,4,"I am paying attention",4,5,5,5,5,2,2,3,1,2,1,NA,NA,NA,1,NA,1,0,0
"283",1,80,5,NA,97,7,4,"I am paying attention.",1,NA,NA,6,5,2,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"284",1,70,5,8,72,5,4,"I am paying attention",5,NA,NA,NA,NA,2,2,2,3,2,1,1,NA,NA,NA,NA,1,1,0
"285",1,10,5,NA,10,5,4,"I am paying attention",2,3,3,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"286",1,100,7,NA,100,7,4,"I am paying attention.",2,7,7,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"287",1,85,5,NA,90,4,4,"I am paying attention.",4,3,4,6,6,2,2,3,3,2,1,NA,NA,NA,1,NA,1,1,0
"288",1,89,6,NA,97,7,4,"I am paying attention.",1,NA,NA,7,6,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"289",1,80,5,NA,97,7,4,"I am paying attention.",4,6,6,6,6,2,1,3,1,2,1,NA,NA,NA,NA,1,0,0,0
"290",1,95,6,NA,95,6,4,"I am paying attention.",2,4,1,NA,NA,2,1,3,1,2,1,NA,NA,1,NA,NA,0,0,0
"291",1,65,4,8,67,3,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,3,2,2,1,1,NA,NA,NA,NA,1,1,0
"292",1,99,6,NA,99,6,4,"I am paying attention.",4,1,1,7,4,3,2,1,3,2,1,NA,NA,NA,NA,1,1,1,1
"293",1,75,3,NA,97,7,4,"I am paying attention",2,1,5,NA,NA,2,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"294",1,98,6,NA,98,6,4,"I am paying attention.",2,1,1,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"295",1,78,3,NA,97,7,4,"I am paying attention.",1,NA,NA,3,3,2,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"296",1,98,7,8,98,7,4,"I am paying attention",5,NA,NA,NA,NA,1,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"297",1,83,5,NA,97,7,4,"I am paying attention",4,7,7,6,7,2,1,1,1,2,1,NA,NA,NA,NA,1,0,0,1
"298",1,95,7,NA,5,7,4,"I am paying attention",4,1,1,7,7,3,1,1,1,2,1,NA,NA,NA,1,NA,0,0,1
"299",1,80,3,NA,97,6,4,"I am paying attention",1,NA,NA,6,6,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"300",1,70,2,8,53,2,4,"I am paying attention",5,NA,NA,NA,NA,2,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"301",1,90,5,NA,41,4,4,"I am paying attention.",2,2,4,NA,NA,2,1,2,2,2,1,NA,NA,1,NA,NA,0,1,0
"302",1,99,7,NA,97,7,4,"I am paying attention.",4,6,1,7,7,2,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"303",1,41,1,NA,97,7,4,"I am paying attention",4,5,4,4,4,2,2,3,2,2,1,NA,NA,NA,1,NA,1,1,0
"304",1,95,7,NA,97,7,4,"I am paying attention",4,1,1,7,4,3,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"305",1,61,5,NA,66,5,4,"I am paying attention.",4,6,6,5,6,2,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"306",1,94,6,8,53,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"307",1,97,6,NA,97,5,4,"I am paying attention.",1,NA,NA,2,2,3,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"308",1,97,6,NA,97,7,4,"I am paying attention.",4,1,1,7,6,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"309",1,85,6,8,85,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,3,2,1,1,NA,NA,NA,NA,0,1,1
"310",1,71,6,NA,80,5,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,3,2,1,NA,NA,1,NA,NA,1,1,1
"311",1,88,5,NA,97,6,4,"I am paying attention",1,NA,NA,5,3,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"312",1,19,5,NA,41,5,4,"I am paying attention.",2,6,4,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"313",1,93,6,NA,97,7,4,"i am paying attention",4,3,3,7,7,2,2,1,1,2,1,NA,NA,NA,1,NA,1,0,1
"314",1,90,5,NA,92,5,4,"I am paying attention",2,2,1,NA,NA,2,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"315",1,90,1,NA,97,7,4,"I am paying attention.",1,NA,NA,4,4,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"316",1,60,4,8,60,4,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,3,5,2,1,1,NA,NA,NA,NA,1,0,0
"317",1,87,7,NA,97,7,4,"I am paying attention",1,NA,NA,7,7,2,1,2,1,2,1,NA,NA,NA,1,NA,0,0,0
"318",1,64,3,NA,97,6,4,"I am paying attention.",4,4,3,5,3,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"319",1,89,6,NA,90,7,4,"I am paying attention",1,NA,NA,6,5,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"320",1,95,4,NA,97,6,4,"I am paying attention.",4,1,1,7,7,2,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"321",1,99,6,NA,98,6,4,"I am paying attention.",4,6,6,6,7,4,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"322",1,97,6,NA,97,6,4,"I am paying attention.",2,6,6,NA,NA,2,1,3,1,2,1,NA,NA,1,NA,NA,0,0,0
"323",1,82,5,NA,97,7,4,"I am paying attention.",4,1,5,7,7,2,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
"324",1,83,6,NA,85,6,4,"I am paying attention.",1,NA,NA,6,6,2,2,1,2,1,1,NA,NA,1,NA,NA,1,1,1
"325",1,62,3,8,70,3,4,"I am paying attention",5,NA,NA,NA,NA,3,2,2,3,2,1,1,NA,NA,NA,NA,1,1,0
"326",1,87,6,NA,99,7,4,"I am paying attention",4,7,7,7,7,2,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"327",1,85,6,8,85,5,4,"I am paying attention",5,NA,NA,NA,NA,1,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"328",1,72,5,NA,96,6,4,"I am paying attention.",4,4,4,3,1,2,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"329",1,95,7,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,2,1,2,2,2,1,NA,1,NA,NA,NA,0,1,0
"330",1,55,6,NA,68,2,4,"I am paying attention.",1,NA,NA,2,2,2,1,2,1,2,1,NA,1,NA,NA,NA,0,0,0
"331",1,70,5,NA,97,7,4,"I am paying attention.",4,6,6,6,5,2,2,3,1,2,1,NA,NA,NA,1,NA,1,0,0
"332",1,97,6,8,97,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,1,2,1,1,NA,NA,NA,NA,1,0,1
"333",1,95,7,NA,97,7,4,"I am paying attention",2,7,7,NA,NA,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,0
"334",1,67,4,NA,97,7,4,"I am paying attention.",1,NA,NA,5,7,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"335",1,87,6,NA,97,6,4,"I am paying attention.",4,2,2,6,6,2,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"336",1,83,1,NA,97,7,4,"I am paying attention",1,NA,NA,7,7,2,2,1,3,2,1,NA,1,NA,NA,NA,1,1,1
"337",1,80,6,8,81,6,4,"I am paying attention",5,NA,NA,NA,NA,3,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"338",1,55,5,8,55,5,4,"I am paying attention",5,NA,NA,NA,NA,2,1,3,3,2,1,1,NA,NA,NA,NA,0,1,0
"339",1,98,6,NA,97,6,4,"I am paying attention",5,NA,NA,NA,NA,1,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"340",1,97,7,NA,97,7,4,"I am paying attention.",4,1,2,7,7,2,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"341",1,96,7,NA,95,7,4,"I am paying attention.",1,NA,NA,7,7,2,1,3,3,2,1,NA,NA,1,NA,NA,0,1,0
"342",1,81,1,NA,81,1,4,"I am paying attention",2,4,4,NA,NA,2,1,3,1,2,1,NA,NA,1,NA,NA,0,0,0
"343",1,85,5,NA,97,6,4,"I am paying attention.",4,1,7,7,6,4,1,1,4,2,1,NA,NA,NA,NA,1,0,1,1
"344",1,83,4,NA,97,7,4,"""I am paying attention.""",1,NA,NA,6,4,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"345",1,71,2,8,76,2,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"346",1,99,6,NA,97,7,4,"I am paying attention",4,2,1,7,6,2,2,1,3,2,1,NA,NA,NA,NA,1,1,1,1
"347",1,60,1,NA,95,1,4,"I am paying attention",4,4,4,2,2,2,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"348",1,60,5,8,60,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,2,2,2,1,1,NA,NA,NA,NA,1,1,0
"349",1,70,3,NA,40,2,4,"I am paying attention",2,2,3,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"350",1,71,6,NA,97,7,4,"I am paying attention.",4,6,6,7,6,2,2,1,1,2,1,NA,NA,NA,1,NA,1,0,1
"351",1,95,6,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"352",1,90,6,NA,97,6,4,"I am paying attention",2,6,5,NA,NA,2,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"353",1,37,3,NA,34,2,4,"I am paying attention",2,3,3,NA,NA,4,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"354",1,96,6,NA,97,7,4,"I am paying attention.",4,1,1,7,1,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"355",1,70,2,NA,70,2,4,"I am paying attention.",2,2,2,NA,NA,3,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"356",1,97,2,NA,97,2,4,"I am paying attention.",4,4,1,4,1,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"357",1,50,4,NA,97,4,4,"I am paying attention.",1,NA,NA,1,1,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"358",1,70,1,8,71,1,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"359",1,80,4,8,80,4,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,2,3,2,1,1,NA,NA,NA,NA,0,1,0
"360",1,95,6,NA,97,6,4,"I am paying attention.",4,5,5,6,6,2,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"361",1,86,7,NA,97,7,4,"I am paying attention",4,4,3,6,7,4,2,2,1,2,1,NA,NA,NA,NA,1,1,0,0
"362",1,53,4,NA,97,1,4,"I am paying attention",1,NA,NA,1,1,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"363",1,80,5,NA,78,5,4,"I am paying attention.",2,5,6,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"364",1,79,6,NA,97,6,4,"I am paying attention.",4,6,6,6,6,2,1,1,4,2,1,NA,NA,NA,NA,1,0,1,1
"365",1,99,6,NA,99,6,4,"I am paying attention",2,6,6,NA,NA,1,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"366",1,76,5,8,75,5,4,"I am paying attention.",5,NA,NA,NA,NA,1,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"367",1,67,4,NA,43,5,4,"I am paying attention",4,1,5,5,1,2,1,1,3,2,1,NA,NA,NA,NA,1,0,1,1
"368",1,95,3,NA,97,4,4,"I am paying attention",4,1,3,6,6,3,2,3,1,2,1,NA,NA,NA,1,NA,1,0,0
"369",1,97,7,NA,97,7,4,"I am paying attention.",2,7,7,NA,NA,3,2,3,1,2,1,NA,NA,1,NA,NA,1,0,0
"370",1,53,2,NA,70,3,4,"I am paying attention",4,4,4,3,2,2,2,2,2,2,1,NA,NA,NA,NA,1,1,1,0
"371",1,96,7,NA,96,7,4,"I am paying attention",2,1,2,NA,NA,2,1,3,3,2,1,NA,NA,1,NA,NA,0,1,0
"372",1,65,6,NA,65,6,4,"I am paying attention.",1,NA,NA,2,1,2,1,1,3,2,1,NA,1,NA,NA,NA,0,1,1
"373",1,76,4,8,75,4,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"374",1,65,4,NA,80,4,4,"I am paying attention",4,5,5,5,4,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"375",1,99,6,NA,97,7,4,"I am paying attention",1,NA,NA,7,5,2,1,3,5,2,1,NA,1,NA,NA,NA,0,0,0
"376",1,95,6,NA,97,6,4,"I am paying attention",1,NA,NA,7,5,2,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"377",1,97,6,NA,97,6,4,"I am paying attention.",4,4,4,4,5,2,1,2,2,2,1,NA,NA,NA,1,NA,0,1,0
"378",1,77,3,9,76,3,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,4,2,1,1,NA,NA,NA,NA,1,1,1
"379",1,99,6,NA,97,7,4,"I am paying attention.",4,7,7,3,4,1,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"380",1,84,6,NA,97,7,4,"I am paying attention",4,4,4,6,6,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"381",1,99,6,8,99,5,4,"I am paying attention",5,NA,NA,NA,NA,3,2,1,3,2,1,1,NA,NA,NA,NA,1,1,1
"382",1,87,6,NA,97,7,4,"I am paying attention",1,NA,NA,7,6,1,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"383",1,65,3,NA,72,4,4,"I am paying attention.",2,5,6,NA,NA,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,0
"384",1,80,5,8,85,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"385",1,90,3,NA,97,7,4,"I am paying attention.",1,NA,NA,4,5,3,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"386",1,81,5,NA,97,7,4,"I am paying attention.",2,6,6,NA,NA,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"387",1,100,7,NA,100,7,4,"I am paying attention",2,7,7,NA,NA,2,1,1,3,2,1,NA,NA,1,NA,NA,0,1,1
"388",1,92,5,NA,97,7,4,"I am paying attention.",4,4,1,7,6,3,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
