"","dummybitter","dummysweet","dummywater","javg","sex","age","policonserv","poliliberal","check_enjoy","check_sweet","check_bitter","check_neutral","check_disgusting","check_regular","study"
"731",0,0,0,77.8333333333333,1,32,0,1,2,5,3,2,5,2,10
"732",1,0,0,46.4,0,19,0,1,1,2,7,1,6,1,10
"733",0,0,0,86.5,0,20,0,0,1,1,7,1,7,1,10
"734",0,0,1,83.3333333333333,0,21,0,1,4,1,1,7,1,5,10
"735",0,0,1,91.3333333333333,0,21,0,1,5,2,1,6,1,7,10
"736",0,0,1,63.8333333333333,0,20,0,1,4,1,1,4,1,7,10
"737",1,0,0,63.8333333333333,0,18,0,1,1,1,7,1,7,1,10
"738",1,0,0,62.6666666666667,0,18,0,1,1,1,7,1,7,1,10
"739",0,0,1,49,0,19,0,1,4,1,1,7,1,7,10
"740",0,0,0,87.25,1,22,0,0,6,7,1,1,1,6,10
"741",0,1,0,73.4,1,23,0,1,3,2,6,1,5,4,10
"742",0,0,0,74.3333333333333,0,20,0,1,5,1,1,6,2,4,10
"743",1,0,0,83,0,21,0,1,4,1,7,2,5,3,10
"744",0,0,1,65.3333333333333,1,20,1,0,6,1,1,7,1,7,10
"745",0,1,0,56.1666666666667,0,19,0,1,6,6,1,1,1,4,10
"746",0,0,1,62.6666666666667,0,20,0,1,4,1,1,7,4,2,10
"747",0,1,0,84.2,0,20,1,0,7,7,1,4,1,7,10
"748",1,0,0,97.6666666666667,0,18,0,1,1,1,7,1,7,1,10
"749",0,0,1,85.8,1,24,0,1,7,7,1,1,1,7,10
"750",1,0,0,82.6666666666667,0,18,1,0,1,2,7,2,7,1,10
"751",0,0,0,84,0,22,0,0,4,1,1,7,1,7,10
"752",0,1,0,65.8333333333333,1,21,0,1,7,5,5,1,1,7,10
"753",1,0,0,43,0,19,0,1,4,1,7,1,6,2,10
"754",1,0,0,36.1666666666667,0,20,0,1,1,1,7,1,7,1,10
"755",0,1,0,85.5,1,20,0,1,6,4,4,2,1,7,10
"756",0,0,0,91.8333333333333,0,19,0,1,3,4,4,1,7,4,10
"757",1,0,0,68,0,21,0,1,1,1,7,1,7,1,10
"758",0,0,1,89.8333333333333,0,20,0,1,4,1,1,4,1,7,10
"759",0,1,0,91.3333333333333,1,19,1,0,6,6,1,2,4,3,10
"760",0,1,0,87.1666666666667,1,21,0,1,2,3,4,4,3,1,10
"761",0,0,1,52.8333333333333,1,20,0,1,4,1,1,6,1,5,10
"762",0,1,0,81.6666666666667,0,19,0,1,6,6,1,1,1,7,10
"763",0,1,0,61.8333333333333,1,19,0,1,5,3,1,3,1,4,10
"764",0,0,1,73.3333333333333,0,20,0,1,4,1,1,7,1,4,10
"765",1,0,0,78.1666666666667,0,21,0,1,3,5,5,1,5,3,10
"766",0,0,0,91.3333333333333,0,24,0,0,1,1,7,7,7,1,10
"767",0,0,0,75.5,1,19,0,0,1,1,7,4,7,1,10
"768",1,0,0,48.8,1,20,0,1,1,1,7,1,5,1,10
"769",0,0,1,63.1666666666667,0,21,0,1,4,4,4,6,4,5,10
"770",0,0,0,65.5,1,19,0,0,1,1,7,1,7,1,10
"771",0,0,0,79.1666666666667,1,19,0,0,6,5,4,3,1,3,10
"772",0,1,0,67.6666666666667,0,19,0,1,6,5,5,6,2,6,10
"773",0,0,1,90.2,0,20,1,0,4,1,1,4,1,7,10
"774",0,0,0,39.8333333333333,1,20,1,0,7,5,2,2,1,6,10
"775",1,0,0,65.5,0,21,0,1,1,1,7,1,7,1,10
"776",0,0,1,47.1666666666667,0,19,0,1,4,4,4,7,1,2,10
"777",1,0,0,68.8333333333333,0,22,0,1,2,5,4,4,6,1,10
"778",0,0,1,59.1666666666667,1,21,1,0,4,1,5,7,1,4,10
"779",0,1,0,40.8333333333333,1,20,0,1,5,5,4,1,5,5,10
"780",1,0,0,88.4,0,19,0,1,1,1,7,1,7,1,10
"781",0,0,1,62.1666666666667,1,19,0,1,4,1,1,7,1,5,10
"782",0,0,0,76.6,1,29,1,0,1,2,7,1,4,1,10
"783",0,1,0,79.1666666666667,0,18,0,1,7,7,1,4,1,7,10
"784",0,0,1,65.8333333333333,1,19,0,1,1,2,1,3,6,2,10
"785",1,0,0,62.5,1,22,1,0,1,1,4,1,7,1,10
"786",0,1,0,45,1,20,0,1,6,5,6,1,2,5,10
"787",0,1,0,77.8333333333333,0,20,0,1,6,6,1,1,1,7,10
"788",0,0,1,63,1,20,0,1,4,1,1,7,1,7,10
"789",0,1,0,89,1,20,0,1,7,5,1,1,1,7,10
"790",0,0,0,87.3333333333333,0,19,0,0,1,1,7,1,7,1,10
"791",1,0,0,87.6666666666667,0,46,0,1,1,1,6,1,7,1,10
"792",0,1,0,85.4,1,22,0,1,4,5,1,1,1,1,10
"793",0,0,0,69.5,1,22,0,0,1,5,1,1,7,1,10
"794",0,0,1,58,1,23,0,1,5,1,1,4,1,4,10
"795",0,0,1,43.1666666666667,1,24,0,1,4,1,1,3,4,5,10
"796",0,1,0,86.6666666666667,0,19,0,1,2,5,5,1,2,1,10
"797",1,0,0,73.6666666666667,1,22,0,1,1,1,5,1,7,1,10
"798",0,0,0,80,0,20,0,0,1,1,5,3,7,1,10
"799",0,0,1,86.3333333333333,1,19,0,1,5,4,1,4,1,7,10
"800",0,0,1,59.3333333333333,0,21,0,1,7,4,1,4,1,7,10
"801",0,0,0,57.6666666666667,1,19,0,0,1,1,6,1,6,1,10
"802",0,1,0,81.6666666666667,0,20,0,1,6,7,1,1,1,6,10
"803",1,0,0,69.8333333333333,0,18,0,1,1,1,7,1,7,1,10
"804",0,1,0,82.6666666666667,0,21,0,1,6,7,1,1,1,5,10
"805",0,1,0,81.8333333333333,0,22,0,1,6,7,1,4,1,2,10
"806",1,0,0,79.3333333333333,1,21,0,1,1,1,7,1,7,1,10
"807",0,0,1,65.8333333333333,0,21,0,1,5,1,1,7,1,5,10
"808",0,1,0,72.3333333333333,1,22,0,1,6,7,2,1,1,4,10
"809",0,0,0,72.3333333333333,1,22,0,0,7,7,1,1,1,7,10
"810",0,0,1,84.6666666666667,1,22,0,1,1,1,1,7,5,2,10
"811",0,1,0,60.1666666666667,0,20,0,1,3,5,1,3,1,2,10
"812",1,0,0,48,0,20,0,1,1,1,7,1,7,1,10
"813",1,0,0,83.5,1,23,1,0,1,4,7,1,7,1,10
"814",0,0,1,71.2,1,23,0,1,7,1,1,7,1,7,10
"815",1,0,0,67.8333333333333,1,21,0,1,2,6,2,2,7,1,10
"816",0,0,0,88,0,19,0,1,1,1,5,2,7,1,10
"817",0,1,0,92,0,19,0,1,1,3,1,1,6,1,10
"818",0,0,1,83.6666666666667,0,20,0,1,4,1,1,7,1,6,10
"819",0,0,1,62.5,0,19,0,1,4,1,1,7,1,5,10
"820",0,1,0,65,1,22,0,1,6,4,2,3,1,7,10
"821",0,1,0,83,0,21,0,1,7,7,1,2,1,6,10
"822",1,0,0,60.1666666666667,0,19,0,1,1,6,6,1,6,1,10
"823",0,0,0,84.6666666666667,0,19,0,0,7,4,4,4,1,7,10
"824",0,1,0,82,0,19,1,0,6,6,1,1,1,6,10
"825",0,0,1,71.3333333333333,0,19,0,1,4,1,1,4,1,4,10
"826",1,0,0,57.8,1,22,1,0,3,3,5,3,5,3,10
"827",0,0,1,65.5,0,18,0,1,4,2,1,3,1,6,10
"828",0,0,0,70,1,21,0,0,1,1,7,2,4,1,10
"829",1,0,0,34.3333333333333,0,19,0,1,1,1,7,1,7,1,10
"830",0,0,1,52.5,0,21,0,1,4,4,1,7,1,7,10
"831",0,1,0,87.8333333333333,1,22,0,1,6,6,2,2,2,5,10
"832",0,1,0,72.3333333333333,0,20,0,1,7,4,1,2,1,7,10
"833",0,1,0,80.1666666666667,0,23,0,1,6,5,4,1,1,5,10
"834",0,1,0,67.8333333333333,0,20,0,1,7,7,1,1,1,5,10
"835",1,0,0,58,0,20,0,1,1,1,7,1,7,1,10
"836",0,0,0,70.6,0,21,0,0,4,1,1,7,1,4,10
"837",1,0,0,51.6666666666667,0,18,0,1,1,6,5,1,7,1,10
"838",0,1,0,73.5,0,19,0,1,4,5,2,4,1,3,10
"839",0,0,1,78,1,21,0,1,3,1,1,7,2,4,10
"840",0,0,0,59.8,0,18,0,0,2,5,4,1,4,2,10
"841",0,1,0,42.3333333333333,0,19,0,1,4,5,5,3,5,3,10
"842",0,0,1,76.3333333333333,0,19,0,1,1,5,1,1,4,4,10
"843",1,0,0,55.6666666666667,0,21,0,1,1,5,5,1,7,1,10
"844",0,0,1,83.1666666666667,1,21,1,0,6,4,4,7,1,7,10
"845",0,1,0,43,1,21,0,1,5,6,1,2,1,6,10
"846",0,0,0,43.2,1,20,0,1,6,5,2,1,1,5,10
"847",1,0,0,53.6666666666667,1,22,0,1,2,2,5,1,5,2,10
"848",0,0,0,79.5,1,22,0,0,5,1,1,7,1,7,10
"849",0,1,0,52.4,1,23,1,0,7,4,7,1,1,2,10
"850",0,0,0,56.1666666666667,1,22,0,0,4,3,6,1,1,4,10
"851",0,1,0,71.5,0,21,1,0,6,3,5,3,1,7,10
"852",1,0,0,79.2,1,22,0,1,1,1,7,1,7,1,10
"853",0,0,1,77.6666666666667,0,21,0,1,7,1,1,7,1,7,10
"854",1,0,0,66.1666666666667,1,20,0,1,1,3,7,1,6,1,10
"855",0,1,0,78.8333333333333,1,21,0,1,4,1,5,2,1,4,10
"856",0,0,0,69.6,1,22,0,0,7,4,1,1,1,7,10
"857",0,1,0,72.6666666666667,0,19,1,0,6,6,1,3,1,6,10
"858",1,0,0,65.1666666666667,0,20,0,1,2,5,6,1,3,2,10
"859",1,0,0,76.1666666666667,0,23,0,1,2,3,6,3,5,2,10
"860",0,1,0,91.8333333333333,0,21,0,1,6,6,1,2,1,6,10
"861",0,0,0,76.5,0,21,0,0,1,2,7,1,7,1,10
"862",0,0,0,54.6,0,19,0,1,4,5,4,4,2,2,10
"863",1,0,0,91.3333333333333,0,21,0,1,1,3,7,1,7,1,10
"864",0,0,1,55.8333333333333,0,20,0,1,3,1,1,2,2,6,10
"865",0,0,0,72.1666666666667,0,20,0,0,6,6,1,5,1,5,10
"866",0,0,0,64.1666666666667,0,20,0,0,1,4,7,1,7,1,10
"867",0,1,0,74.1666666666667,0,20,0,1,7,7,1,1,1,7,10
"868",0,0,1,71.3333333333333,1,23,0,1,7,4,4,4,4,6,10
"869",0,0,1,64,0,20,0,1,3,1,1,4,1,7,10
"870",1,0,0,63.3333333333333,0,20,0,1,1,1,7,1,7,1,10
"871",1,0,0,82.8333333333333,0,20,0,1,1,1,7,1,7,1,10
"872",0,0,0,64.6,0,21,0,1,1,4,5,1,1,1,10
"873",0,0,0,80.3333333333333,1,20,0,0,1,1,5,1,7,1,10
"874",0,0,1,36,0,22,0,1,4,1,1,7,1,7,10
"875",0,0,1,76.5,1,22,0,1,7,4,4,4,1,7,10
"876",0,1,0,61,1,24,0,1,7,5,5,5,1,5,10
"877",0,0,1,48.6666666666667,0,20,0,1,7,4,1,7,1,7,10
"878",0,0,1,83,0,19,0,1,5,1,1,7,1,4,10
"879",0,1,0,100,0,20,0,1,1,3,1,1,4,1,10
"880",1,0,0,89,0,20,1,0,1,1,4,3,5,1,10
"881",0,0,1,64.6666666666667,0,19,1,0,4,1,1,7,1,7,10
"882",0,1,0,42.5,0,19,0,1,7,7,1,1,1,3,10
"883",1,0,0,91.8333333333333,1,20,1,0,1,1,7,1,7,1,10
"884",0,0,1,70.6666666666667,0,19,0,1,4,1,1,NA,7,7,10
"885",0,0,1,54.6666666666667,1,20,0,1,5,1,1,7,1,7,10
"886",1,0,0,60.5,0,20,0,1,1,1,7,1,NA,1,10
"887",1,0,0,53.8333333333333,1,18,0,1,3,1,5,4,3,2,10
"888",0,0,0,65,1,21,0,0,4,7,1,1,1,4,10
"889",0,0,0,63.3333333333333,0,21,0,0,2,1,7,2,2,1,10
"890",0,1,0,65.6666666666667,0,20,1,0,7,5,2,1,1,7,10
"891",0,0,1,80.4,0,20,0,1,4,4,1,4,1,7,10
"892",0,0,0,75,1,21,0,0,1,1,7,1,7,1,10
"893",0,1,0,80,0,20,0,1,6,7,1,1,2,5,10
"894",0,0,0,68.6666666666667,0,19,0,0,4,4,4,4,4,4,10
"895",0,0,1,83.1666666666667,0,20,0,1,4,1,1,4,1,7,10
"896",1,0,0,89.6,0,20,0,1,1,1,7,1,7,1,10
"897",0,0,1,72.6666666666667,0,20,0,1,4,1,1,7,1,5,10
"898",0,1,0,71,0,21,0,1,3,3,1,3,3,1,10
"899",0,1,0,75.1666666666667,0,20,1,0,5,6,1,5,1,5,10
"900",0,0,1,69,0,20,0,1,1,1,7,1,7,1,10
"901",0,1,0,91.6666666666667,0,19,0,1,6,6,4,1,1,7,10
"902",1,0,0,67.1666666666667,1,22,0,1,1,1,7,2,7,1,10
"903",1,0,0,58.8333333333333,1,25,0,1,1,1,7,1,7,1,10
"904",0,0,1,68.5,0,20,0,1,4,1,1,NA,7,6,10
"905",0,1,0,74.3333333333333,1,21,0,1,7,5,3,3,1,7,10
"906",1,0,0,72.1666666666667,0,22,0,1,1,1,7,1,7,1,10
"907",0,0,1,77,1,21,0,1,4,1,1,7,1,4,10
"908",0,1,0,86.1666666666667,1,23,0,1,3,7,5,1,3,3,10
"909",1,0,0,60.2,1,20,0,1,1,1,7,1,7,1,10
"910",0,0,0,73.8,1,18,0,1,4,1,3,6,3,3,10
"911",0,0,0,82.1666666666667,0,19,0,0,1,1,7,1,7,1,10
"912",0,0,1,67.1666666666667,1,30,0,1,7,5,1,4,1,7,10
"913",0,1,0,86.6666666666667,1,19,0,1,6,4,1,4,1,4,10
"914",0,1,0,49.5,0,19,0,1,4,6,NA,2,1,4,10
"915",1,0,0,79.3333333333333,0,19,0,1,1,1,7,1,7,1,10
"916",1,0,0,59.8333333333333,0,22,0,1,1,2,7,1,7,1,10
"917",0,0,1,91.8333333333333,0,19,0,1,7,1,1,7,1,7,10
"918",0,0,0,84.1666666666667,0,19,0,0,4,6,3,1,4,2,10
"919",0,0,1,86.1666666666667,0,20,0,1,7,1,1,7,1,7,10
"920",0,1,0,91.8333333333333,0,23,0,1,4,3,5,1,1,4,10
"921",1,0,0,85.6666666666667,0,19,1,0,1,1,7,1,7,1,10
"922",1,0,0,83.1666666666667,0,18,0,1,1,1,7,1,7,1,10
"923",0,1,0,76.8333333333333,1,21,0,1,4,5,2,3,1,4,10
"924",0,0,1,85.5,0,20,0,1,7,1,1,7,1,7,10
"925",0,0,1,59,0,20,1,0,4,4,4,7,3,5,10
"926",0,1,0,94.3333333333333,1,21,0,1,6,6,2,5,2,5,10
"927",0,1,0,85.5,0,21,0,1,3,7,5,1,5,1,10
"928",0,0,0,88.5,1,21,0,0,5,7,1,1,6,2,10
"929",0,0,1,82.3333333333333,0,20,0,1,4,3,4,7,2,4,10
"930",0,1,0,79,1,18,1,0,4,6,1,NA,1,1,10
"931",0,1,0,89.8333333333333,1,26,0,1,5,6,2,1,2,2,10
"932",0,0,1,92.8333333333333,1,20,0,1,1,1,1,7,7,1,10
"933",1,0,0,66.6666666666667,0,20,0,1,3,3,5,1,3,2,10
"934",0,0,1,74.1666666666667,0,19,0,1,4,2,2,4,1,1,10
"935",0,0,1,83.3333333333333,0,24,0,1,4,3,3,7,3,5,10
"936",0,0,1,68,1,18,1,0,4,1,1,4,1,7,10
"937",0,1,0,80.6,0,21,0,1,7,7,1,1,1,7,10
"938",1,0,0,59.6666666666667,0,18,0,1,1,1,7,1,7,1,10
"939",0,1,0,84.6666666666667,0,20,0,1,7,5,1,1,1,6,10
"940",0,0,1,65.6,0,21,0,1,4,1,1,7,1,4,10
"941",0,1,0,73.3333333333333,1,22,0,1,5,6,1,1,2,6,10
"942",0,0,1,33,0,20,0,1,3,1,1,7,1,7,10
"943",1,0,0,78.4,1,20,0,1,1,2,7,1,6,1,10
"944",0,0,0,24.8333333333333,1,22,0,0,4,4,4,7,1,4,10
"945",0,0,0,99.8333333333333,0,21,0,1,4,4,4,1,1,1,10
"946",0,1,0,98.5,0,21,0,1,1,1,5,1,6,1,10
"947",0,0,1,67,0,20,0,1,4,1,1,7,1,7,10
"948",0,1,0,56.8333333333333,0,22,0,1,4,3,4,3,1,3,10
"949",1,0,0,55.6666666666667,0,19,0,1,2,4,5,3,4,1,10
"950",0,0,1,79.4,0,19,0,1,4,1,1,7,1,6,10
"951",0,1,0,76.6666666666667,0,21,0,1,7,6,1,1,1,6,10
"952",1,0,0,74.6666666666667,0,20,0,1,1,2,6,1,6,1,10
"953",0,0,0,70.6666666666667,0,19,0,0,4,1,1,7,1,7,10
"954",0,1,0,78,0,20,1,0,2,6,4,3,5,3,10
"955",0,0,0,65.4,0,20,0,0,1,1,7,1,7,1,10
"956",0,0,1,57.2,1,20,0,1,4,1,1,1,1,4,10
"957",0,1,0,63.6666666666667,0,20,0,1,7,6,1,1,1,6,10
"958",0,1,0,67.8,1,21,0,1,4,5,2,4,5,3,10
"959",0,0,0,37.8,1,18,0,0,7,1,1,7,1,4,10
"960",1,0,0,81,1,22,1,0,1,1,7,1,7,1,10
"961",0,0,1,54.1666666666667,1,20,1,0,4,1,1,7,1,7,10
"962",1,0,0,88.4,0,20,0,1,1,1,7,1,7,1,10
"963",0,0,0,92,0,20,0,0,1,1,7,1,7,1,10
"964",0,0,1,83.1666666666667,0,20,0,1,4,4,4,4,1,7,10
"965",0,0,1,75.1666666666667,0,20,0,1,4,1,1,7,1,6,10
"966",0,1,0,53.8333333333333,0,21,0,1,1,1,7,1,7,1,10
"967",0,0,1,68.6666666666667,1,19,0,1,7,1,1,4,1,7,10
"968",0,1,0,64,1,25,0,1,6,7,1,2,2,4,10
"969",1,0,0,55.1666666666667,0,21,0,1,1,1,4,1,7,1,10
"970",0,1,0,87.8333333333333,1,20,1,0,5,5,3,3,1,3,10
"971",0,0,0,83.3333333333333,0,19,0,0,3,6,6,2,4,3,10
"972",1,0,0,86.3333333333333,0,20,0,1,1,1,7,5,7,7,10
"973",1,0,0,68.1666666666667,0,20,0,1,1,1,5,1,6,1,10
"974",0,1,0,89.3333333333333,0,20,0,1,7,7,2,1,1,3,10
"975",0,0,1,88,1,19,0,1,4,1,3,3,1,1,10
"976",1,0,0,80.8333333333333,1,19,1,0,1,2,7,1,6,1,10
"977",1,0,0,70.8333333333333,0,20,0,1,3,2,7,3,3,1,10
"978",1,0,0,61.6666666666667,0,20,0,1,1,1,7,2,7,1,10
"979",0,0,1,46.1666666666667,1,21,0,1,1,1,6,5,5,1,10
"980",0,1,0,82.5,0,20,0,1,3,5,6,1,5,1,10
"981",0,1,0,69.3333333333333,0,20,0,1,6,7,3,2,5,5,10
"982",0,0,0,63.2,0,20,0,0,1,1,1,4,1,2,10
"983",1,0,0,47.6666666666667,1,18,1,0,1,1,5,1,7,1,10
"984",0,0,1,70.5,0,19,0,1,4,1,1,7,1,7,10
"985",0,0,0,72.5,1,19,0,0,1,1,1,4,1,4,10
"986",0,1,0,65.3333333333333,0,20,0,1,1,1,7,3,7,1,10
"987",1,0,0,62.5,0,19,0,1,1,5,1,1,7,1,10
"988",0,1,0,77.3333333333333,0,18,0,1,7,6,1,3,1,7,10
"989",0,1,0,75,0,21,0,1,3,3,4,1,4,2,10
"990",0,0,0,51,1,21,0,0,2,1,7,1,6,1,10
"991",0,1,0,60.2,1,19,0,1,4,3,1,1,4,3,10
"992",0,0,1,65.1666666666667,0,19,0,1,2,1,1,1,1,3,10
"993",0,0,0,73.6666666666667,0,22,0,1,1,1,7,1,6,1,10
"994",0,0,1,71.3333333333333,0,18,0,1,4,4,4,7,1,7,10
"995",0,0,0,44.2,0,21,0,1,1,1,7,1,6,1,10
"996",0,0,1,85,1,22,0,1,4,1,1,7,1,5,10
"997",0,0,0,49.8333333333333,0,21,0,0,7,7,1,1,1,7,10
"998",0,0,1,78.8333333333333,0,19,0,1,7,1,1,7,1,7,10
"999",0,0,1,53.1666666666667,0,21,0,1,4,1,1,7,1,5,10
"1000",0,1,0,69.6,0,20,0,1,5,5,1,1,1,4,10
"1001",0,0,1,87.6666666666667,0,19,0,1,7,1,1,4,1,7,10
"1002",1,0,0,50.5,1,19,0,1,4,1,7,1,7,1,10
"1003",0,1,0,81.6666666666667,0,21,0,1,1,3,1,1,5,1,10
"1004",1,0,0,64.6666666666667,0,20,0,1,1,5,7,4,7,1,10
"1005",0,1,0,85.6,1,19,0,1,2,1,6,2,5,2,10
"1006",0,1,0,66,0,21,0,1,6,6,4,7,1,7,10
"1007",1,0,0,61.8333333333333,0,20,0,1,1,1,6,1,6,1,10
"1008",0,1,0,71.8333333333333,0,21,0,1,1,2,5,1,7,1,10
"1009",0,0,1,60.2,1,20,0,1,3,1,1,7,4,4,10
"1010",0,0,1,63.8333333333333,0,19,0,1,4,1,1,6,3,4,10
"1011",1,0,0,77,0,20,0,1,1,1,7,1,7,1,10
"1012",0,0,0,76,0,19,0,1,5,5,1,1,1,4,10
"1013",1,0,0,82.6666666666667,1,21,0,1,1,1,7,3,7,1,10
"1014",0,0,1,87.75,1,21,0,1,4,1,1,7,1,4,10
"1015",0,1,0,76,0,18,0,1,4,4,5,6,3,3,10
"1016",0,0,1,85.3333333333333,0,18,0,1,4,7,1,4,1,3,10
"1017",0,0,1,65.3333333333333,1,19,0,1,7,4,3,5,4,4,10
"1018",0,1,0,76.8333333333333,0,18,0,1,3,1,2,1,4,2,10
"1019",1,0,0,80.5,1,20,0,1,4,3,5,4,2,1,10
"1020",0,1,0,71.4,0,21,1,0,5,5,2,1,2,5,10
"1021",0,0,0,60.8333333333333,0,19,0,1,4,3,3,7,1,4,10
"1022",1,0,0,75.6666666666667,1,19,0,1,1,3,3,4,7,1,10
"1023",0,1,0,69,1,21,1,0,7,5,1,5,1,7,10
"1024",0,0,1,83.6,1,20,1,0,4,1,1,7,1,7,10
"1025",0,1,0,56.6666666666667,1,27,0,1,5,6,6,1,2,4,10
"1026",1,0,0,74.6,0,20,0,1,1,1,7,1,7,1,10
"1027",1,0,0,55.2,1,18,0,1,1,1,5,1,6,1,10
"1028",1,0,0,92.3333333333333,1,21,0,1,1,1,7,1,3,1,10
"1029",0,0,1,58.8333333333333,1,21,0,1,3,1,1,4,3,1,10
"1030",0,0,0,72.6666666666667,1,22,0,0,2,1,1,7,1,1,10
"1031",1,0,0,75.1666666666667,0,21,0,1,1,1,7,1,7,1,10
"1032",0,0,1,61.5,1,20,0,1,4,2,1,7,1,1,10
"1033",0,0,1,53,0,19,0,1,4,4,1,5,2,4,10
"1034",1,0,0,71,0,19,0,1,1,2,7,3,5,2,10
"1035",0,1,0,65.6666666666667,0,18,0,1,7,5,1,5,1,7,10
"1036",0,0,0,55.3333333333333,0,18,0,0,1,1,7,1,7,1,10
"1037",0,0,0,61.8333333333333,0,18,0,1,4,3,3,2,2,1,10
"1038",0,1,0,86.8333333333333,0,20,0,1,4,6,1,4,3,2,10
"1039",0,1,0,55.2,0,19,0,1,7,7,1,1,1,7,10
"1040",0,1,0,100,0,18,0,1,7,7,1,1,1,7,10
"1041",0,0,1,81.3333333333333,0,21,1,0,4,1,1,7,2,4,10
"1042",0,0,1,73,1,22,1,0,4,1,1,1,7,3,10
"1043",0,1,0,65.8333333333333,0,21,1,0,4,6,3,3,1,4,10
"1044",1,0,0,65.6666666666667,0,20,0,1,2,1,6,1,6,1,10
"1045",1,0,0,68,0,20,0,1,1,1,5,6,7,1,10
"1046",1,0,0,85,0,19,0,1,1,1,7,1,1,1,10
"1047",0,0,1,60.5,0,21,0,1,6,1,1,7,1,7,10
"1048",0,0,1,78.5,0,19,1,0,4,2,2,6,1,2,10
"1049",0,1,0,75,0,21,0,1,6,6,2,1,1,5,10
"1050",0,1,0,66,0,22,0,1,6,6,1,4,1,5,10
"1051",0,0,0,56.3333333333333,1,19,0,0,4,1,1,7,1,4,10
"1052",0,0,1,73,0,20,0,1,5,1,1,7,1,6,10
"1053",1,0,0,36,1,20,0,1,1,3,6,1,7,1,10
"1054",1,0,0,54.5,1,20,0,1,1,1,7,1,7,1,10
"1055",0,0,1,50.6666666666667,0,21,0,1,7,1,7,4,4,7,10
"1056",0,0,0,55.1666666666667,0,18,0,0,3,1,1,6,1,5,10
"1057",0,1,0,65.5,0,21,0,1,1,1,7,1,7,1,10
"1058",1,0,0,66.6666666666667,1,22,1,0,3,1,6,1,3,3,10
"1059",0,1,0,80.8,0,19,0,1,4,5,1,4,1,1,10
"1060",0,0,1,95.6666666666667,0,20,0,1,4,4,4,4,4,6,10
"1061",0,0,1,60.3333333333333,0,22,0,1,4,4,4,7,1,7,10
"1062",0,0,0,52.3333333333333,0,21,0,0,4,4,4,3,4,5,10
"1063",1,0,0,86.6666666666667,0,21,0,1,1,1,7,1,7,7,10
"1064",1,0,0,58,0,20,0,1,1,1,5,1,7,1,10
"1065",1,0,0,88.8333333333333,0,23,0,1,1,2,6,1,6,4,10
"1066",0,1,0,100,1,18,0,1,6,6,1,1,1,5,10
"1067",0,0,0,91.1666666666667,0,20,0,0,7,7,1,1,1,7,10
"1068",0,0,1,83.1666666666667,0,21,0,1,4,4,4,4,4,4,10
"1069",1,0,0,75.5,0,32,1,0,1,1,7,2,6,1,10
"1070",0,0,0,54.5,0,21,0,1,1,1,7,1,7,1,10
"1071",0,0,0,81.6666666666667,0,19,0,0,4,4,1,4,7,1,10
"1072",0,0,0,85.5,1,22,0,1,1,1,3,1,7,1,10
"1073",0,1,0,80.5,0,23,0,1,4,5,3,1,3,1,10
"1074",0,1,0,67.5,1,21,0,1,7,6,1,1,1,6,10
"1075",0,0,1,71,0,18,1,0,7,1,1,4,1,4,10
"1076",0,0,1,68.2,1,21,0,1,5,1,1,7,1,7,10
"1077",1,0,0,86,0,22,1,0,1,1,7,1,7,1,10
"1078",0,1,0,49.6666666666667,0,19,0,1,6,6,1,1,1,7,10
"1079",0,0,1,94.2,0,19,0,1,7,1,1,1,1,7,10
"1080",0,0,0,64.1666666666667,1,22,0,0,5,2,1,4,4,6,10
"1081",0,1,0,95.3333333333333,1,23,0,1,6,5,1,5,1,6,10
"1082",0,0,0,76.5,0,20,0,0,1,1,7,1,7,1,10
"1083",0,0,1,57,1,19,0,1,5,4,1,4,1,4,10
"1084",0,0,0,82.1666666666667,0,20,0,0,1,1,7,1,7,1,10
"1085",1,0,0,65,1,21,0,1,1,5,5,1,7,1,10
"1086",0,0,0,86.3333333333333,0,20,0,0,4,4,4,4,1,5,10
"1087",0,1,0,90.8333333333333,0,20,0,1,4,5,3,2,3,2,10
"1088",1,0,0,83.1666666666667,1,21,0,1,1,1,7,1,7,1,10
"1089",0,0,0,77.5,0,21,0,0,1,1,7,2,7,2,10
"1090",0,0,0,49,1,22,0,0,4,5,5,2,5,4,10
"1091",0,0,1,60.8333333333333,0,19,1,0,3,4,5,2,3,1,10
"1092",0,0,0,86.5,1,20,0,0,1,1,7,1,7,1,10
"1093",0,0,1,60.1666666666667,0,20,0,1,4,4,4,4,4,6,10
"1094",0,0,0,92.3333333333333,0,20,0,0,1,1,7,1,7,1,10
"1095",0,1,0,71,0,20,1,0,5,5,1,1,1,4,10
"1096",0,0,0,86.8333333333333,1,30,0,0,4,5,5,1,1,3,10
"1097",0,0,1,58.3333333333333,1,19,1,0,4,1,1,7,1,7,10
"1098",0,1,0,76.3333333333333,0,20,0,1,2,4,2,3,3,2,10
"1099",1,0,0,78.8333333333333,1,22,0,1,1,1,7,1,7,1,10
"1100",0,1,0,48,0,20,0,1,6,7,1,1,1,5,10
"1101",1,0,0,80,1,19,0,1,1,1,7,1,7,1,10
"1102",0,0,1,85.8333333333333,0,21,0,1,7,1,1,7,1,7,10
"1103",0,1,0,72,1,23,0,1,7,7,1,1,1,7,10
"1104",1,0,0,73.8,1,23,0,1,1,1,5,1,7,1,10
